X,Y
451.5293582081087,323.9611059680233
324.33322130221785,342.65429158263265
224.96139370937337,190.25612865466536
35.15837658703103,35.042450509761125
381.6475568761414,5.830626700688624
313.4499845172493,102.06322169055898
141.4600759049684,362.89143591725906
313.0974511561707,40.43368592901403
73.57412325190427,86.33021517028999
140.19154210327557,264.63076245225017
13.069779984318908,96.08154370877968
122.25985353934576,200.77757416254005
131.15533002598028,376.1869206879051
403.7475916695872,222.07901154035864
347.0638643141679,249.87962703268175
463.9273107467141,336.32308668541407
441.48317607135937,290.44299942543546
440.5650281803495,278.2363014236131
440.1976466820269,249.7722200519667
242.73045699140343,177.37114144768262
29.964796088292555,292.66870596010637
208.2837572134535,399.4715890331756
243.7224452768152,480.5880783184179
145.8945023000244,57.85969257466711
199.6735683023912,415.7760876899696
440.71435396084934,376.88117048804634
248.6394641422683,226.30356952413445
390.313794252668,212.22800993544516
296.3673002729964,70.68722851852694
287.43088093765516,12.03719965502098
299.06310854714866,204.85349841178143
290.09766839711983,247.7869177870801
180.4519038524468,278.571264960396
21.485539652425334,227.9324904571904
283.83987848234517,475.26605128847854
343.9182988635523,196.5712982770929
471.73108238168817,317.44210270549684
416.8287661733536,143.68360701301398
469.8991937030222,158.4463732173999
475.25787938079566,437.5935577780001
197.14765694132905,173.01540776019297
242.0898219167621,332.47416356936054
132.62313550659837,79.54746731609019
142.30083235683827,225.66564137792972
161.02116010556895,114.25711422145784
183.29360243323873,84.23914868686505
100.08842783585858,53.35612438174081
276.85198712538573,395.7724296347087
12.885580474814084,314.44350372900925
86.27166988750207,33.54468056403176
146.1707477811971,285.52104091881
315.4702903465044,422.2299183573241
389.56816253905623,264.76647201980444
398.0220612221487,220.93989229409655
458.65076830591966,378.3519664094679
392.8356054312953,311.682402522109
213.5416091781384,48.6227289757325
411.9816720058089,385.8800085433743
331.8059056504513,376.12613786977585
29.20390556385849,195.9701487104885
156.35884178968635,15.977928445519208
150.75325471491624,261.19751473624615
302.1531501290989,32.88697945664288
294.02902330652665,277.6851770917224
247.3410614178,234.5310131658218
311.1289565873649,349.164864690184
290.4931443293168,162.8531808074834
163.84567767852448,147.48834140104805
487.24238702290216,297.1639054972645
42.40368045797971,29.330731584173485
221.0320488675936,144.36089701212623
480.9913338675573,100.78205746601031
20.95989503456325,294.09364752657234
120.13428168939672,88.40252856180192
89.08538973903357,170.0714584976516
268.91615953738847,399.78229026453494
10.691655728297222,236.47515340787544
218.14428940706992,350.2280979967173
410.7256422636689,107.41020264998686
37.73326607843669,266.8578054657156
105.67772082169368,290.3968055936702
469.09542491727575,463.92516672631166
461.3250779255128,96.66146728265672
475.6369891474242,157.95949803048887
110.88545800424482,4.708798444723383
282.9609036930059,492.9335815923611
249.16447614937297,101.25437144750988
185.03143590643396,283.01185603314997
444.2010022992433,367.11255309583265
479.81514032615416,431.1537896149284
222.317075696884,390.95161076628574
196.5678524840673,323.43749344999696
391.3035362851068,145.74363726018564
236.3101757839125,425.7539636531941
499.63838906664427,372.6199978751298
261.8830624238848,83.891857281228
79.43339368250058,363.7111642072276
279.05514573533986,355.87542392452133
473.7403119892969,495.7854270537008
81.543879089378,397.36737229335336
362.0260621380369,214.86433083468893
403.0282130931442,8.283260686948623
426.4053108393299,117.40481668230574
344.7647823392042,238.42375578886575
53.392685604615245,27.116972482702785
